run,champion,runner_up,third_place
5959,Netherlands,Ecuador,Argentina
5960,France,Colombia,England
5961,Spain,Japan,Algeria
5962,Belgium,England,Argentina
5963,Spain,England,Canada
5964,Brazil,Senegal,France
5965,France,Egypt,Belgium
5966,Ghana,France,Ecuador
5967,Colombia,Spain,Mexico
5968,Argentina,Canada,Portugal
5969,Algeria,Spain,Brazil
5970,France,England,Colombia
5971,Croatia,Cape Verde Islands,France
5972,France,England,Portugal
5973,Netherlands,Switzerland,Spain
5974,Congo DR,Senegal,Argentina
5975,Argentina,Paraguay,Spain
5976,Australia,Croatia,Ecuador
5977,France,Egypt,Croatia
5978,Argentina,France,United States
5979,Argentina,Germany,England
5980,England,Belgium,Netherlands
5981,England,France,Algeria
5982,Argentina,Senegal,Japan
5983,Spain,Argentina,France
5984,Colombia,France,Spain
5985,Croatia,Japan,Egypt
5986,Argentina,France,Mexico
5987,Spain,Brazil,Paraguay
5988,England,France,Argentina
5989,Morocco,Brazil,Spain
5990,Argentina,Belgium,France
5991,Spain,Norway,Algeria
5992,Switzerland,France,Austria
5993,France,Switzerland,Portugal
5994,Morocco,Mexico,Argentina
5995,Netherlands,England,Switzerland
5996,Spain,Switzerland,Brazil
5997,France,England,Switzerland
5998,Colombia,Spain,Norway
5999,Ivory Coast,France,Austria
6000,Colombia,Morocco,England
6001,Argentina,Netherlands,Portugal
6002,Argentina,Croatia,Brazil
6003,Ivory Coast,United States,Germany
6004,Algeria,Portugal,England
6005,Morocco,Norway,Algeria
6006,Argentina,Morocco,Japan
6007,Brazil,France,Senegal
6008,Colombia,Paraguay,Ivory Coast
6009,Senegal,Switzerland,England
6010,Japan,Austria,Germany
6011,France,Japan,Colombia
6012,Spain,Japan,France
6013,Australia,Senegal,Ivory Coast
6014,Croatia,Colombia,Canada
6015,Japan,Netherlands,Argentina
6016,Japan,Spain,France
6017,England,Netherlands,Australia
6018,Portugal,Argentina,Netherlands
6019,Mexico,Spain,Switzerland
6020,Colombia,Spain,Japan
6021,Mexico,Spain,France
6022,Spain,Argentina,France
6023,Brazil,Spain,Netherlands
6024,Argentina,Portugal,Germany
6025,Colombia,Austria,France
6026,Spain,Mexico,Netherlands
6027,Morocco,England,United States
6028,Argentina,United States,Canada
6029,Netherlands,Australia,England
6030,Brazil,Austria,Australia
6031,Spain,Argentina,Mexico
6032,Brazil,Austria,France
6033,Argentina,United States,France
6034,Colombia,Belgium,Brazil
6035,Spain,Brazil,Germany
6036,Brazil,Spain,Algeria
6037,Spain,Ivory Coast,Canada
6038,Brazil,France,Belgium
6039,England,France,Australia
6040,Egypt,Belgium,France
6041,Morocco,Argentina,Belgium
6042,Japan,Spain,Switzerland
6043,Argentina,Spain,England
6044,Japan,United States,Canada
6045,Japan,France,Croatia
6046,Canada,Argentina,England
6047,England,Germany,United States
6048,Ecuador,Spain,Netherlands
6049,France,Australia,England
6050,Brazil,Canada,Argentina
6051,France,Argentina,Senegal
6052,France,Ghana,England
6053,Colombia,Portugal,Japan
6054,Argentina,Belgium,Paraguay
6055,Brazil,France,Belgium
6056,France,Switzerland,England
6057,Argentina,Netherlands,Brazil
6058,England,Spain,Argentina
6059,Morocco,Norway,Portugal
6060,England,Netherlands,Colombia
6061,Germany,England,Argentina
6062,Argentina,France,Croatia
6063,Switzerland,France,Portugal
6064,Senegal,Egypt,France
6065,Norway,United States,Canada
6066,France,Japan,Switzerland
6067,Spain,Egypt,Mexico
6068,Germany,Mexico,Portugal
6069,Argentina,France,Mexico
6070,Argentina,France,England
6071,Japan,Germany,Algeria
6072,Netherlands,Mexico,Algeria
6073,Argentina,Belgium,Mexico
6074,Switzerland,Spain,Brazil
6075,Belgium,Mexico,Canada
6076,Norway,France,Senegal
6077,Argentina,Belgium,Morocco
6078,Argentina,Belgium,Germany
6079,France,Japan,Spain
6080,England,France,Spain
6081,Colombia,Netherlands,Ecuador
6082,France,Brazil,Belgium
6083,Argentina,Canada,Japan
6084,Mexico,Germany,Argentina
6085,Argentina,France,Norway
6086,Argentina,Croatia,Mexico
6087,Spain,Switzerland,Brazil
6088,England,Portugal,France
6089,Spain,Argentina,Morocco
6090,Argentina,Austria,England
6091,Switzerland,Spain,Paraguay
6092,Morocco,Mexico,Argentina
6093,Argentina,Spain,Germany
6094,England,Netherlands,United States
6095,Argentina,Canada,United States
6096,Brazil,France,Croatia
6097,Algeria,Germany,Spain
6098,Belgium,Ecuador,Netherlands
6099,Argentina,Morocco,Ecuador
6100,Argentina,France,England
6101,France,England,Australia
6102,Argentina,Croatia,Ivory Coast
6103,England,Portugal,Argentina
6104,Morocco,Argentina,Mexico
6105,Brazil,United States,Germany
6106,Argentina,Morocco,Mexico
6107,Spain,Argentina,Morocco
6108,France,Mexico,Colombia
6109,Argentina,Paraguay,England
6110,Netherlands,Algeria,England
6111,Netherlands,Norway,Algeria
6112,France,Switzerland,Japan
6113,Argentina,Germany,Mexico
6114,Belgium,Norway,Switzerland
6115,Brazil,Belgium,Algeria
6116,Switzerland,Morocco,Norway
6117,Argentina,Portugal,Germany
6118,Australia,Belgium,England
6119,Argentina,Spain,England
6120,Brazil,Germany,Egypt
6121,Argentina,France,Belgium
6122,Morocco,Ivory Coast,Argentina
6123,Mexico,Spain,France
6124,Norway,France,Colombia
6125,Norway,Sweden,Belgium
6126,Spain,Colombia,Japan
6127,Brazil,Portugal,Argentina
6128,England,Germany,Australia
6129,Japan,United States,Ghana
6130,Japan,Croatia,Netherlands
6131,Morocco,Australia,England
6132,France,Colombia,Ecuador
6133,Belgium,Norway,Switzerland
6134,Netherlands,Brazil,Belgium
6135,Argentina,Netherlands,Brazil
6136,France,Argentina,Belgium
6137,Argentina,Germany,Spain
6138,Argentina,Belgium,Brazil
6139,Brazil,Senegal,Netherlands
6140,France,Mexico,Colombia
6141,Portugal,Ecuador,Colombia
6142,Netherlands,Argentina,United States
6143,Belgium,Argentina,England
6144,France,Switzerland,Mexico
6145,Spain,Brazil,Argentina
6146,Canada,Colombia,Portugal
6147,England,France,Colombia
6148,Brazil,Morocco,Portugal
6149,Argentina,France,Spain
6150,Argentina,Germany,Norway
6151,Netherlands,Brazil,Argentina
6152,Ecuador,Croatia,France
6153,Mexico,France,Colombia
6154,Brazil,Senegal,Argentina
6155,Egypt,Austria,Norway
6156,Algeria,Netherlands,England
6157,Mexico,Morocco,Australia
6158,France,Algeria,Belgium
6159,Brazil,Spain,Colombia
6160,Argentina,Paraguay,Brazil
6161,United States,Argentina,Sweden
6162,Belgium,Mexico,Paraguay
6163,Ivory Coast,Portugal,Sweden
6164,Spain,Ecuador,Algeria
6165,Japan,Belgium,Germany
6166,France,England,Portugal
6167,Argentina,Portugal,Germany
6168,Spain,Argentina,France
6169,Colombia,Netherlands,Belgium
6170,Morocco,Switzerland,Ecuador
6171,Germany,Ivory Coast,Argentina
6172,Spain,Ecuador,Germany
6173,France,England,Belgium
6174,France,Brazil,Spain
6175,Colombia,Belgium,Ecuador
6176,Spain,Ecuador,Egypt
6177,France,Ecuador,Algeria
6178,England,France,Argentina
6179,Morocco,Brazil,Switzerland
6180,England,Morocco,Portugal
6181,Spain,Cape Verde Islands,France
6182,Argentina,Portugal,England
6183,Ecuador,Netherlands,Argentina
6184,Belgium,Brazil,Argentina
6185,Portugal,Argentina,Ivory Coast
6186,Spain,Ghana,Ecuador
6187,Spain,England,France
6188,France,England,Switzerland
6189,Ivory Coast,France,Australia
6190,Argentina,Netherlands,England
6191,Spain,Brazil,France
6192,Brazil,France,Colombia
6193,Japan,Canada,Algeria
6194,Canada,Ivory Coast,Croatia
6195,Ecuador,Germany,Egypt
6196,Colombia,Netherlands,Belgium
6197,Brazil,Portugal,Argentina
6198,Brazil,Belgium,Argentina
6199,Argentina,France,Japan
6200,Brazil,Portugal,Netherlands
6201,France,England,Argentina
6202,France,Argentina,Bosnia-Herzegovina
6203,France,England,Spain
6204,Switzerland,France,Spain
6205,Argentina,Senegal,Japan
6206,Brazil,Germany,Portugal
6207,Colombia,Germany,United States
6208,Algeria,Senegal,France
6209,France,Argentina,Portugal
6210,Brazil,Spain,Morocco
6211,Mexico,Germany,Belgium
6212,Netherlands,England,Argentina
6213,Portugal,Norway,Germany
6214,England,Belgium,Germany
6215,Belgium,Mexico,Switzerland
6216,Colombia,Belgium,Canada
6217,France,Argentina,England
6218,England,Germany,Austria
6219,France,Japan,Switzerland
6220,Norway,France,Portugal
6221,Argentina,Belgium,Brazil
6222,Ivory Coast,Germany,Belgium
6223,Australia,France,England
6224,Brazil,Spain,Argentina
6225,Spain,Argentina,Japan
6226,Argentina,Germany,Mexico
6227,Spain,Australia,England
6228,Argentina,Morocco,Austria
6229,Senegal,England,Argentina
6230,France,Colombia,England
6231,Spain,Colombia,France
6232,Algeria,Austria,Netherlands
6233,Australia,Portugal,Mexico
6234,England,United States,Canada
6235,Argentina,France,Portugal
6236,England,Canada,United States
6237,Netherlands,England,Belgium
6238,Ivory Coast,Spain,France
6239,England,Belgium,Germany
6240,Brazil,Croatia,Switzerland
6241,Belgium,England,France
6242,Spain,England,Algeria
6243,Mexico,Morocco,Australia
6244,France,Switzerland,Norway
6245,Argentina,Canada,Norway
6246,Netherlands,Norway,United States
6247,England,France,United States
6248,Argentina,France,Brazil
6249,Argentina,Netherlands,Senegal
6250,Colombia,Belgium,England
6251,England,France,Portugal
6252,Belgium,Argentina,Netherlands
6253,Egypt,Morocco,Spain
6254,Spain,England,Paraguay
6255,France,England,Portugal
6256,France,Colombia,Spain
6257,Germany,England,Spain
6258,England,Morocco,Austria
6259,Mexico,Sweden,Senegal
6260,Portugal,Japan,Argentina
6261,Morocco,Argentina,Portugal
6262,Argentina,Canada,England
6263,France,England,Belgium
6264,England,Netherlands,Belgium
6265,France,Brazil,Portugal
6266,Spain,Mexico,Canada
6267,France,Japan,Spain
6268,Portugal,Australia,France
6269,Argentina,France,England
6270,Spain,England,Australia
6271,Spain,England,France
6272,France,Brazil,Algeria
6273,Japan,Netherlands,Belgium
6274,Netherlands,Australia,Austria
6275,Australia,Canada,Spain
6276,Argentina,Spain,Japan
6277,Brazil,Germany,United States
6278,Argentina,France,Ivory Coast
6279,Argentina,France,Japan
6280,Brazil,Senegal,Germany
6281,Australia,Portugal,Netherlands
6282,Morocco,Colombia,Brazil
6283,Mexico,Germany,Argentina
6284,Japan,France,Portugal
6285,Canada,England,Spain
6286,France,England,United States
6287,Canada,Ivory Coast,Belgium
6288,Paraguay,England,Portugal
6289,England,Canada,Argentina
6290,Netherlands,England,Senegal
6291,France,Mexico,Spain
6292,Argentina,France,England
6293,Spain,Argentina,Brazil
6294,England,Canada,Austria
6295,Colombia,France,Japan
6296,Germany,Norway,Spain
6297,Spain,Ecuador,Australia
6298,Japan,Portugal,Switzerland
6299,Argentina,Germany,Brazil
6300,England,United States,Netherlands
6301,Argentina,France,England
6302,Netherlands,Ghana,Spain
6303,Argentina,Canada,Spain
6304,Argentina,France,Japan
6305,Argentina,Croatia,Japan
6306,Colombia,Portugal,France
6307,Spain,Colombia,France
6308,France,England,Egypt
6309,Colombia,Belgium,France
6310,Germany,Ivory Coast,Argentina
6311,Brazil,France,Algeria
6312,France,Japan,Portugal
6313,Brazil,Germany,Argentina
6314,Spain,Ecuador,Germany
6315,Colombia,Portugal,Canada
6316,Belgium,Argentina,Netherlands
6317,Spain,Colombia,France
6318,Norway,Morocco,Spain
6319,Argentina,Netherlands,Norway
6320,England,Spain,Netherlands
6321,Spain,Brazil,France
6322,France,Brazil,Colombia
6323,Switzerland,Netherlands,Spain
6324,Portugal,Mexico,Switzerland
6325,Argentina,Netherlands,Spain
6326,Netherlands,Argentina,Croatia
6327,France,Argentina,Brazil
6328,Netherlands,Brazil,Senegal
6329,Morocco,Mexico,United States
6330,Argentina,France,Brazil
6331,France,Algeria,England
6332,France,Ivory Coast,Algeria
6333,France,Brazil,United States
6334,France,Brazil,Algeria
6335,France,Argentina,United States
6336,Argentina,Germany,Belgium
6337,England,Spain,Argentina
6338,Netherlands,Ivory Coast,Spain
6339,Argentina,Germany,Belgium
6340,Croatia,Argentina,Germany
6341,England,Portugal,Switzerland
6342,France,Japan,Spain
6343,Mexico,Spain,Argentina
6344,England,Germany,Egypt
6345,Argentina,Portugal,France
6346,Belgium,England,Argentina
6347,Germany,England,Spain
6348,Spain,England,Canada
6349,France,Mexico,Senegal
6350,Germany,England,Senegal
6351,France,England,Spain
6352,Germany,Mexico,United States
6353,Australia,Germany,Austria
6354,France,Egypt,Portugal
6355,France,Japan,Portugal
6356,Argentina,France,Brazil
6357,Ecuador,Spain,Colombia
6358,Senegal,Ivory Coast,Switzerland
6359,England,Canada,Australia
6360,United States,Switzerland,France
6361,Spain,Mexico,Netherlands
6362,Algeria,Canada,Senegal
6363,Morocco,England,Argentina
6364,England,Germany,Belgium
6365,Argentina,France,Portugal
6366,Argentina,United States,Japan
6367,Argentina,Netherlands,Belgium
6368,Netherlands,Colombia,Brazil
6369,Netherlands,Japan,Belgium
6370,Brazil,Belgium,Germany
6371,Japan,Belgium,Australia
6372,Argentina,Morocco,Ivory Coast
6373,Spain,Brazil,France
6374,Belgium,Mexico,Canada
6375,Brazil,Spain,Argentina
6376,Sweden,Japan,Switzerland
6377,Brazil,France,Portugal
6378,Morocco,Mexico,Argentina
6379,Spain,Mexico,Colombia
6380,Austria,Mexico,Canada
6381,Brazil,Belgium,France
6382,Ecuador,Spain,Morocco
6383,Germany,Colombia,Spain
6384,Canada,Argentina,Portugal
6385,Morocco,Argentina,England
6386,England,Spain,Colombia
6387,Colombia,Paraguay,Japan
6388,Argentina,France,Spain
6389,Argentina,Germany,Spain
6390,Morocco,England,Spain
6391,Argentina,Canada,Norway
6392,France,England,Colombia
6393,Portugal,Colombia,Mexico
6394,Mexico,France,Argentina
6395,Netherlands,Argentina,Japan
6396,United States,Japan,Netherlands
6397,Austria,England,Argentina
6398,Ivory Coast,Canada,Belgium
6399,Netherlands,England,Argentina
6400,Argentina,United States,England
6401,Belgium,Argentina,Germany
6402,Canada,Colombia,Ivory Coast
6403,England,Belgium,France
6404,Argentina,France,Belgium
6405,France,England,Croatia
6406,Japan,France,Argentina
6407,Algeria,United States,France
6408,Argentina,Portugal,England
6409,Brazil,Bosnia-Herzegovina,France
6410,Argentina,Spain,Canada
6411,England,France,Argentina
6412,Argentina,Spain,England
6413,Argentina,Paraguay,Spain
6414,Brazil,Netherlands,Colombia
6415,Argentina,Canada,Bosnia-Herzegovina
6416,Morocco,Colombia,Portugal
6417,Morocco,Brazil,Argentina
6418,Brazil,Canada,Croatia
6419,Egypt,Germany,Brazil
6420,Portugal,Argentina,Norway
6421,Canada,Japan,Colombia
6422,Spain,Colombia,Germany
6423,Japan,Croatia,France
6424,Norway,Senegal,Germany
6425,United States,Algeria,Brazil
6426,Croatia,Brazil,Argentina
6427,Morocco,Colombia,Mexico
6428,Australia,Spain,Netherlands
6429,United States,Argentina,Germany
6430,Morocco,Argentina,Belgium
6431,Argentina,Spain,England
6432,Colombia,Belgium,Japan
6433,Portugal,England,Canada
6434,France,Norway,Spain
6435,France,Japan,Colombia
6436,Colombia,Spain,England
6437,Mexico,United States,Egypt
6438,Colombia,United States,England
6439,Spain,England,Argentina
6440,Spain,Colombia,Japan
6441,Algeria,Paraguay,Belgium
6442,Egypt,United States,Netherlands
6443,Ivory Coast,Portugal,France
6444,Portugal,Argentina,Japan
6445,England,France,Argentina
6446,Argentina,Morocco,Ivory Coast
6447,Portugal,Norway,Morocco
6448,Spain,Argentina,Canada
6449,Canada,Switzerland,Belgium
6450,Argentina,Germany,Mexico
6451,Japan,United States,Egypt
6452,England,Croatia,Canada
6453,Brazil,Germany,Portugal
6454,Senegal,Brazil,Morocco
6455,Argentina,France,Senegal
6456,France,Colombia,Congo DR
6457,Netherlands,Norway,Belgium
6458,Senegal,Japan,Algeria
6459,Australia,United States,Netherlands
6460,Netherlands,Brazil,Switzerland
6461,Argentina,Morocco,Norway
6462,France,England,Spain
6463,Portugal,Argentina,Morocco
6464,Spain,England,Netherlands
6465,Spain,Colombia,Brazil
6466,France,England,Argentina
6467,France,Japan,Croatia
6468,Egypt,Belgium,France
6469,Brazil,Belgium,France
6470,France,Japan,Belgium
6471,Japan,Belgium,Switzerland
6472,Croatia,Australia,Germany
6473,France,Japan,Portugal
6474,Japan,France,Switzerland
6475,Belgium,Australia,Ecuador
6476,Argentina,Portugal,Mexico
6477,Portugal,Algeria,Japan
6478,Argentina,Morocco,Spain
6479,United States,Brazil,Switzerland
6480,Colombia,Netherlands,Ivory Coast
6481,Brazil,Germany,Argentina
6482,Spain,Mexico,Algeria
6483,France,Norway,Senegal
6484,Morocco,Colombia,Ecuador
6485,England,Morocco,Switzerland
6486,Argentina,Belgium,Mexico
6487,Croatia,Mexico,Ghana
6488,France,Mexico,Austria
6489,Belgium,Algeria,Canada
6490,Spain,Colombia,Canada
6491,Paraguay,Brazil,Croatia
6492,Portugal,Egypt,France
6493,Brazil,Belgium,Morocco
6494,England,Netherlands,Ghana
6495,Germany,Australia,Belgium
6496,Argentina,United States,Canada
6497,France,Switzerland,Norway
6498,Germany,England,Portugal
6499,Ivory Coast,France,Colombia
6500,Brazil,Spain,Egypt
6501,Spain,England,Switzerland
6502,Netherlands,Ghana,United States
6503,Algeria,Belgium,England
6504,Brazil,Senegal,Argentina
6505,Japan,Germany,Egypt
6506,Norway,Senegal,Algeria
6507,Colombia,France,Mexico
6508,Portugal,England,France
6509,Colombia,Senegal,Netherlands
6510,Morocco,Algeria,Spain
6511,Argentina,France,Portugal
6512,France,England,Australia
6513,Brazil,Senegal,Netherlands
6514,Spain,Mexico,Netherlands
6515,Egypt,Germany,Ivory Coast
6516,Argentina,Belgium,Mexico
6517,Morocco,Argentina,Belgium
6518,Argentina,Germany,Spain
6519,Portugal,Argentina,England
6520,Spain,Colombia,Mexico
6521,France,Argentina,Japan
6522,Colombia,Spain,Norway
6523,Morocco,Colombia,England
6524,Morocco,Argentina,Portugal
6525,England,Portugal,Netherlands
6526,Argentina,France,Spain
6527,Portugal,Japan,Morocco
6528,France,Colombia,Austria
6529,England,Morocco,Belgium
6530,France,Argentina,England
6531,Brazil,Netherlands,Senegal
6532,England,Spain,France
6533,Portugal,Switzerland,Netherlands
6534,Ivory Coast,Germany,Ghana
6535,Senegal,England,Netherlands
6536,Spain,England,Argentina
6537,Argentina,Canada,Ivory Coast
6538,Mexico,Germany,Austria
6539,Brazil,Portugal,Australia
6540,England,Morocco,Spain
6541,Argentina,Spain,Mexico
6542,France,Argentina,Belgium
6543,France,Switzerland,Spain
6544,Senegal,Mexico,Morocco
6545,Spain,Colombia,Brazil
6546,Spain,Argentina,France
6547,Morocco,England,Senegal
6548,Colombia,Belgium,Ivory Coast
6549,Brazil,Austria,Argentina
6550,Germany,Ecuador,Austria
6551,France,Japan,Colombia
6552,Germany,Ivory Coast,Switzerland
6553,Spain,Norway,Germany
6554,Argentina,France,Mexico
6555,Argentina,Morocco,Brazil
6556,Argentina,Belgium,Sweden
6557,Argentina,Belgium,Japan
6558,Spain,Colombia,Morocco
6559,France,Argentina,United States
6560,Netherlands,Brazil,Belgium
6561,France,Colombia,Spain
6562,Spain,Argentina,France
6563,Argentina,Canada,Brazil
6564,United States,Argentina,Brazil
6565,Portugal,Japan,Morocco
6566,Spain,Japan,Colombia
6567,Ivory Coast,Germany,Belgium
6568,Portugal,Ghana,France
6569,Portugal,England,Argentina
6570,Argentina,Belgium,France
6571,Netherlands,Mexico,Spain
6572,England,Senegal,Colombia
6573,Norway,Spain,Ghana
6574,Argentina,Canada,Belgium
6575,Spain,Ecuador,France
6576,United States,Norway,Morocco
6577,Brazil,Portugal,Netherlands
